,NO2,Date
113,104.4,2015-01-29 18:00:00
114,136.0,2015-01-29 19:00:00
115,144.0,2015-01-29 20:00:00
116,131.0,2015-01-29 21:00:00
117,143.3,2015-01-29 22:00:00
118,146.9,2015-01-29 23:00:00
119,127.7,2015-01-30 00:00:00
120,96.4,2015-01-30 01:00:00
121,82.4,2015-01-30 02:00:00
122,70.9,2015-01-30 03:00:00
123,44.5,2015-01-30 04:00:00
124,55.6,2015-01-30 05:00:00
125,80.1,2015-01-30 06:00:00
126,88.7,2015-01-30 07:00:00
127,92.3,2015-01-30 08:00:00
128,62.8,2015-01-30 09:00:00
129,85.4,2015-01-30 10:00:00
130,79.0,2015-01-30 11:00:00
131,44.4,2015-01-30 12:00:00
132,75.2,2015-01-30 13:00:00
133,61.8,2015-01-30 14:00:00
134,67.1,2015-01-30 15:00:00
135,54.4,2015-01-30 16:00:00
136,46.5,2015-01-30 17:00:00
137,79.7,2015-01-30 18:00:00
138,126.5,2015-01-30 19:00:00
139,142.9,2015-01-30 20:00:00
140,140.9,2015-01-30 21:00:00
141,139.2,2015-01-30 22:00:00
142,141.1,2015-01-30 23:00:00
143,104.7,2015-01-31 00:00:00
0,66.4,2015-01-31 01:00:00
1,77.2,2015-01-31 02:00:00
2,82.9,2015-01-31 03:00:00
3,72.8,2015-01-31 04:00:00
4,57.4,2015-01-31 05:00:00
5,67.5,2015-01-31 06:00:00
6,89.5,2015-01-31 07:00:00
7,76.6,2015-01-31 08:00:00
8,79.1,2015-01-31 09:00:00
9,100.2,2015-01-31 10:00:00
10,87.4,2015-01-31 11:00:00
11,52.9,2015-01-31 12:00:00
12,65.6,2015-01-31 13:00:00
13,74.0,2015-01-31 14:00:00
14,65.0,2015-01-31 15:00:00
15,72.6,2015-01-31 16:00:00
16,,2015-01-31 17:00:00
17,133.1,2015-01-31 18:00:00
18,147.3,2015-01-31 19:00:00
19,151.1,2015-01-31 20:00:00
